,cname,avgscrread,avgscreng,avgscrmath,avgscrsci,numtsttakr
2275,Nevada,0.0,0.0,0.0,0.0,6.0
2276,Santa Clara,17.0,16.0,18.0,18.0,106.0
2277,Los Angeles,20.0,18.0,19.0,19.0,52.0
2278,Los Angeles,26.0,25.0,24.0,24.0,110.0
2279,Los Angeles,0.0,0.0,0.0,0.0,14.0
2280,Colusa,0.0,0.0,0.0,0.0,5.0
2281,Mendocino,0.0,0.0,0.0,0.0,7.0
2282,Santa Clara,26.0,25.0,24.0,25.0,55.0
2283,Glenn,0.0,0.0,0.0,0.0,5.0
2284,San Bernardino,18.0,18.0,18.0,18.0,34.0
2286,Los Angeles,24.0,23.0,22.0,22.0,75.0
2287,Sonoma,23.0,22.0,21.0,22.0,116.0
2288,Yolo,0.0,0.0,0.0,0.0,6.0
2289,Kern,18.0,18.0,18.0,18.0,126.0
2290,Orange,27.0,27.0,27.0,26.0,174.0
2291,Placer,25.0,24.0,24.0,25.0,132.0
2292,Tulare,18.0,18.0,19.0,18.0,30.0
2293,Yolo,19.0,18.0,18.0,19.0,59.0
2294,Los Angeles,18.0,17.0,17.0,18.0,68.0
2295,San Mateo,24.0,23.0,23.0,23.0,106.0
2296,Santa Clara,0.0,0.0,0.0,0.0,13.0
2297,Contra Costa,23.0,21.0,22.0,22.0,18.0
2298,Orange,25.0,24.0,25.0,24.0,104.0
2299,Madera,22.0,21.0,22.0,22.0,33.0
2302,Siskiyou,23.0,20.0,21.0,21.0,38.0
2303,Sutter,23.0,21.0,22.0,22.0,56.0
2304,Sutter,0.0,0.0,0.0,0.0,1.0
2306,San Bernardino,24.0,22.0,22.0,22.0,61.0
2307,San Bernardino,0.0,0.0,0.0,0.0,11.0
